leaver_hazardinflow,loser_hazardinflow,entrant_hazardinflow,date
0.014252003930914322,0.0067960523983045225,0.04195591789901816,1987-10-01
0.014797356838243547,0.004858294698956619,0.04273820599828762,1987-11-01
0.015158202840822688,0.004544773550789971,0.03449749887665011,1987-12-01
0.016139053153559332,0.006466925833714559,0.037182727549650865,1988-01-01
0.012805452655500975,0.006203699519196936,0.037633394680180544,1988-02-01
0.011303504913786365,0.005997108766893916,0.03651268630491073,1988-03-01
0.01208795639313785,0.005965213671081129,0.0381709324129683,1988-04-01
0.01197617191590025,0.005337630796065158,0.04529656308018443,1988-05-01
0.012849391007663523,0.006043704378742205,0.06536270333792374,1988-06-01
0.012421779299630852,0.006567457635810657,0.045359204386659274,1988-07-01
0.012738301227558506,0.007086299579827656,0.04191185655325471,1988-08-01
0.01288002681429919,0.008087367861769298,0.05029285663737103,1988-09-01
0.01323063151569462,0.007153339797566298,0.04072619275324252,1988-10-01
0.013676037639282101,0.006036803707751065,0.04150868122723009,1988-11-01
0.013153514439625931,0.005423030503224669,0.032104195169011925,1988-12-01
0.016271806524198983,0.006076104934901766,0.040733876201069705,1989-01-01
0.014740752940385099,0.006225511155596721,0.040401478858785714,1989-02-01
0.011928438781621411,0.004969388251726844,0.03963107626416015,1989-03-01
0.012003809898170483,0.00506681883508289,0.03848576896143908,1989-04-01
0.011160592334579401,0.006129633522892121,0.046790488063400866,1989-05-01
0.012659756795923061,0.0064839292301472635,0.07249769141395619,1989-06-01
0.012583409338058234,0.0073358945422361856,0.051188775109457754,1989-07-01
0.012269614827619282,0.0077614460891744395,0.040967251902039495,1989-08-01
0.012527932191430708,0.008874454792000969,0.04953307385652346,1989-09-01
0.013105386063806224,0.0073227564228889154,0.043127099242422355,1989-10-01
0.014876758132466616,0.007828332340954104,0.03825457906272484,1989-11-01
0.01516718771953925,0.0059917376815198245,0.03532061223437599,1989-12-01
0.017561568722649138,0.006503693755925229,0.038245472480672144,1990-01-01
0.01480784708446013,0.006262232606433011,0.037538462300887275,1990-02-01
0.013592397461276298,0.0058827469091429045,0.036571127170786644,1990-03-01
0.013124142827123226,0.006628604642523807,0.035557107347437285,1990-04-01
0.011843322137223626,0.005899979612090849,0.044697230120680706,1990-05-01
0.01328093779824005,0.0055953829722854695,0.06766888188853905,1990-06-01
0.013854552499185957,0.006559556522874308,0.046473985942908795,1990-07-01
0.014409477427385757,0.00764889463457826,0.042013971874222324,1990-08-01
0.013176364909739845,0.00817953555587782,0.0446930361364503,1990-09-01
0.014616552645397629,0.006094615184515366,0.03902738374266573,1990-10-01
0.018261635318891908,0.005896283824770813,0.035134866260374535,1990-11-01
0.01591154842100139,0.005614470942661542,0.03362943766799331,1990-12-01
0.019834971560268606,0.005253236027040153,0.041355556495706276,1991-01-01
0.0186718039567767,0.005106485404411416,0.03544810387090656,1991-02-01
0.01647689154841837,0.005214131761030267,0.03457377258610295,1991-03-01
0.014608602269241803,0.00493230430773823,0.03743447833566378,1991-04-01
0.014852936715145185,0.005262868293950532,0.05104311338419657,1991-05-01
0.015362998977000684,0.006532179876106253,0.06442902585464219,1991-06-01
0.015178867124925092,0.006598702660654126,0.049496566388746784,1991-07-01
0.01641313153455984,0.005833423945808014,0.040402078094802646,1991-08-01
0.015168814636054663,0.006356055599621412,0.048027986534799616,1991-09-01
0.015420194978546692,0.004649287000593954,0.03988943938205785,1991-10-01
0.01703567196786566,0.005139068027725608,0.037772611421173476,1991-11-01
0.0169182221712106,0.004081209280646149,0.031008547535267536,1991-12-01
0.018823738299736752,0.004346465136118383,0.040784281501681306,1992-01-01
0.016573618663512268,0.003485082735987775,0.031721577677795515,1992-02-01
0.015273898812761984,0.0038499230645466353,0.03619930122489067,1992-03-01
0.013780270522918761,0.004982306703125911,0.03451712695007312,1992-04-01
0.014396165604352272,0.004466681723028443,0.045307336307596806,1992-05-01
0.015618601869864685,0.004642674969108659,0.07038719258594917,1992-06-01
0.015826621645786965,0.005668301131483358,0.04947579475360759,1992-07-01
0.014758172593040275,0.006059648113886802,0.04040947183320974,1992-08-01
0.01530280037956529,0.006178871577921859,0.04358006966880614,1992-09-01
0.015418167113448837,0.004358693226050268,0.03693180683520779,1992-10-01
0.0156745230906428,0.004076271924621795,0.035605550219992975,1992-11-01
0.014620727866724796,0.0036264260888185843,0.02873684376709772,1992-12-01
0.017871938003426235,0.004367610323024234,0.041767296129394296,1993-01-01
0.014848846778639697,0.004652286436154055,0.03810430844515641,1993-02-01
0.013427496153733119,0.004650928923262941,0.033464475877308594,1993-03-01
0.013890535808020162,0.004318051096624375,0.037442882258721735,1993-04-01
0.012646835895918593,0.0047789421627284275,0.04854415541718612,1993-05-01
0.013014855749412102,0.00523531831223019,0.06836326189795658,1993-06-01
0.014678818040562883,0.00610587867036011,0.047941448516826614,1993-07-01
0.01394164860890188,0.004536348714892021,0.037223303828543546,1993-08-01
0.013109003133459555,0.005997671169693237,0.04083743918732902,1993-09-01
0.013002088986945751,0.005521723620845261,0.03762651114387501,1993-10-01
0.012934298818770703,0.005539021322659199,0.03321788660986265,1993-11-01
0.014680696645176594,0.0037183461531818483,0.02961569363449788,1993-12-01
0.02052850648761711,0.0038161561177174124,0.033279431687971615,1994-01-01
0.013614857833929428,0.0030049069522773003,0.02853078614012304,1994-02-01
0.012843547493570062,0.003468066551860074,0.03367012071225481,1994-03-01
0.013096141931727884,0.004541417660947057,0.03487971085392509,1994-04-01
0.0109501221561873,0.003764252911954183,0.04697298503753416,1994-05-01
0.014966738604701444,0.004515195575369652,0.06076808912466571,1994-06-01
0.01623751594399955,0.005003725653450876,0.042974686084501605,1994-07-01
0.013810066055446721,0.004435947982508779,0.03169589919627358,1994-08-01
0.012575013899322718,0.005965268217171733,0.03978933674983489,1994-09-01
0.011193246096337475,0.003970182221382128,0.030723547050915474,1994-10-01
0.01431640898830857,0.003211014099165329,0.03095617209083644,1994-11-01
0.014836237214552073,0.0022832803801539885,0.02418548265367502,1994-12-01
0.02036661577421905,0.003242198195375597,0.0363728049113353,1995-01-01
0.013302023920173574,0.004183755294755752,0.02976680826729115,1995-02-01
0.012592396979706034,0.004019525940772347,0.026066864443975362,1995-03-01
0.011975655869723364,0.0035980541834534246,0.03429015507642141,1995-04-01
0.012961687482928445,0.0037569036293861827,0.0388490679029926,1995-05-01
0.015830944889609462,0.0046703741914385635,0.059061341392940045,1995-06-01
0.015764078661335508,0.004092173966386124,0.038466736304777295,1995-07-01
0.013262929461600017,0.004644075869217575,0.034722392153899245,1995-08-01
0.013844417395119048,0.0060367637430720515,0.04325611621624473,1995-09-01
0.01308465020056932,0.003887956686572167,0.03578993635034158,1995-10-01
0.01570217813249438,0.0038071853318917535,0.02985519976339527,1995-11-01
0.013853697524669684,0.0028043440221095545,0.02757879482830014,1995-12-01
0.019488498429868377,0.004223047591646821,0.0353789507515542,1996-01-01
0.014456226685624138,0.0036603281298901035,0.03296713436523766,1996-02-01
0.011477026017882018,0.003646947687642221,0.030585803628993522,1996-03-01
0.013004327020678334,0.0030281542112144855,0.02668179919298089,1996-04-01
0.013285146276446636,0.003088004200474376,0.04452533651157379,1996-05-01
0.013229276100811729,0.003765497685311464,0.06189829969295693,1996-06-01
0.014344762042066203,0.004184817102772622,0.043160852554818795,1996-07-01
0.011249437645263106,0.004234675542988314,0.035556478036789435,1996-08-01
0.011114202964548304,0.005459704758429965,0.03895611370352341,1996-09-01
0.010595650349994153,0.0043511750635812215,0.0320785046829951,1996-10-01
0.014496170016844634,0.003990852843495449,0.035923257041172274,1996-11-01
0.01353156972837978,0.0029145367384900787,0.0275662827725322,1996-12-01
0.0188661695731594,0.004679997617415332,0.0385486154968758,1997-01-01
0.013169894463814918,0.003407488691777209,0.031043367855385962,1997-02-01
0.012132323372824886,0.002993541585791693,0.030708109629411916,1997-03-01
0.010958233843393006,0.0032164458610506375,0.029994546211497802,1997-04-01
0.011697178915648719,0.004057055180623721,0.03942126534378883,1997-05-01
0.013261784772373907,0.0044024630286475745,0.05622042495291476,1997-06-01
0.012055928508043382,0.004887229675789602,0.03883092403714646,1997-07-01
0.010979395305626846,0.005545901153886286,0.03210263654145856,1997-08-01
0.011070522426538299,0.005254394707190747,0.03724477689628223,1997-09-01
0.011939799541052508,0.004069557693883155,0.03342246377309763,1997-10-01
0.011476498749101175,0.003376096787213913,0.03253660949105992,1997-11-01
0.012902625664638652,0.0033234602528057298,0.024793486842680543,1997-12-01
0.017371147500823827,0.004329723693441889,0.0367825377151341,1998-01-01
0.012729278186898233,0.0038918288041019746,0.03378551245694653,1998-02-01
0.012344088099371061,0.00396828808761003,0.03507424847464287,1998-03-01
0.01251714953832444,0.003545865752516043,0.03246855456844092,1998-04-01
0.011383692845208772,0.00415557989001311,0.04488009115542802,1998-05-01
0.01225203946653704,0.00445902671896036,0.05928449969138528,1998-06-01
0.014281230531304975,0.0049399073264794376,0.03994833262810088,1998-07-01
0.011103887613241692,0.004970536511903245,0.03914268984232049,1998-08-01
0.012313575081992139,0.005284963780061733,0.040030899584798475,1998-09-01
0.01201076155781682,0.005020183998201336,0.04110456256487024,1998-10-01
0.012359756623026068,0.003672356725401485,0.030542103232985344,1998-11-01
0.012764849887546488,0.0032048001252903764,0.029252313951603902,1998-12-01
0.015651114635216977,0.0036362734525624348,0.036655217876503776,1999-01-01
0.012337807656534288,0.0036868851610835527,0.034553117257751426,1999-02-01
0.01095851925826577,0.0037130312419755463,0.03185358143635142,1999-03-01
0.011360360695629419,0.004294947514167525,0.03522481543471062,1999-04-01
0.010634910138169933,0.0048775148227638305,0.041229650368275333,1999-05-01
0.011772761623795402,0.005064921668172315,0.05802740031152169,1999-06-01
0.012449612212978373,0.006066312477264229,0.046215989662070904,1999-07-01
0.011806350549434677,0.005655814572419893,0.03471467081690074,1999-08-01
0.012522245633231467,0.005913563889652682,0.03680124127995779,1999-09-01
0.01155763401938485,0.0049312851890788425,0.03262247960565119,1999-10-01
0.011626453795637922,0.004228012175699097,0.03320288029574501,1999-11-01
0.012314436258629909,0.004124074289012651,0.0308418837345928,1999-12-01
0.015452384296669472,0.004445454353599016,0.03733092445583578,2000-01-01
0.011674837560358677,0.0042535987341271,0.03531507026824619,2000-02-01
0.011833431538518723,0.004911681402979122,0.035200713166740366,2000-03-01
0.009770156731021403,0.0042926537700346875,0.03251897332436062,2000-04-01
0.010400995037562531,0.004306777810801339,0.04064356898957893,2000-05-01
0.01257825721047253,0.004217020242768782,0.06264339813279185,2000-06-01
0.012542558709149693,0.005256163957598381,0.0389006661184048,2000-07-01
0.011443944734699047,0.005542731482626885,0.033858486242863146,2000-08-01
0.012180980991717804,0.004866314511414888,0.038648216531998625,2000-09-01
0.010373583824104901,0.004802751895793632,0.03374590050361119,2000-10-01
0.011575872353665438,0.0033734578654730433,0.031895209030954955,2000-11-01
0.011783780008158988,0.003143211388622641,0.025881484986264497,2000-12-01
0.016475553713305946,0.004001552890975591,0.03348777045095886,2001-01-01
0.014342886032930926,0.0046006234877041694,0.033329669348715,2001-02-01
0.01162915333469657,0.004515289116299841,0.03037927720371137,2001-03-01
0.013982372059310189,0.004222714228372814,0.03099973897030833,2001-04-01
0.013274835130102747,0.004239180630497836,0.036330703634841754,2001-05-01
0.015377698157786487,0.004905745834064359,0.055925363219756316,2001-06-01
0.013876545559178633,0.005318572335362387,0.03662703432881629,2001-07-01
0.014295370160888247,0.005988737166690756,0.03408383970746441,2001-08-01
0.014318933731408641,0.004478397347304336,0.0351385607091565,2001-09-01
0.016015651190655594,0.00430877238624344,0.030120138725278793,2001-10-01
0.016403893414887755,0.003288482901176133,0.030182868065343496,2001-11-01
0.015235591486259378,0.0033217827468729386,0.025402904808929264,2001-12-01
0.02042366127135066,0.004129792237189855,0.031316527265638834,2002-01-01
0.016284475062874483,0.0040883111785244486,0.0271912489260521,2002-02-01
0.013755240415375585,0.003964276747367206,0.033840970628204146,2002-03-01
0.013067371456531467,0.0039245413575486115,0.027543181412668108,2002-04-01
0.012349474430532208,0.003785435740200047,0.04101675302414751,2002-05-01
0.014314574060224697,0.0032909167260755305,0.052232302533463115,2002-06-01
0.015301025237089594,0.00412187791928932,0.041142207597955886,2002-07-01
0.014878693371063775,0.004505166834837271,0.03245193043333916,2002-08-01
0.013472438536145211,0.003936274750342555,0.03333619456324355,2002-09-01
0.013379120898283506,0.003812917958060038,0.027728416401273475,2002-10-01
0.014604655499188974,0.003422684104010703,0.028785182849669615,2002-11-01
0.014635796812672153,0.002683071909777299,0.022227723018924353,2002-12-01
0.018253300665114314,0.0030007226346377043,0.030895241501391453,2003-01-01
0.014377427938540778,0.0028432241255413365,0.027712240205369817,2003-02-01
0.013417712546067117,0.003233905245882172,0.026947913029786674,2003-03-01
0.013005772285604551,0.0027680530902080163,0.02552821461456851,2003-04-01
0.014292693656812138,0.002523158186887795,0.039002198417479046,2003-05-01
0.01555849622188446,0.0032691262299085837,0.05143867342397536,2003-06-01
0.015581445310499762,0.003432126658528637,0.0327132853027108,2003-07-01
0.014741427163440872,0.0034649346507869007,0.02758586833136893,2003-08-01
0.013172143691257479,0.004242439332161108,0.02827853109398514,2003-09-01
0.013083874471089026,0.003322005494720133,0.027272707748290763,2003-10-01
0.012950339933704237,0.0027247732569187478,0.025309794894282388,2003-11-01
0.01440666093256033,0.001773342801978531,0.018304794654762355,2003-12-01
0.016256302233480246,0.002584027983737682,0.02830513543051662,2004-01-01
0.011794391930900962,0.002732891357282444,0.023811781215684107,2004-02-01
0.012267472147650997,0.003057371766759142,0.02312170331180917,2004-03-01
0.012814477744092879,0.003581275848720437,0.02508794196604524,2004-04-01
0.01218562038277488,0.0031447389944746084,0.034137639270732476,2004-05-01
0.01353489033080345,0.0033119749011358258,0.04939095811502648,2004-06-01
0.015972373268438943,0.004339248359109972,0.03173915079575458,2004-07-01
0.013004621141210376,0.004485448909288614,0.02487694276213543,2004-08-01
0.013295731161901591,0.004665730545657523,0.029978575125078972,2004-09-01
0.01287154881906898,0.00399201617386296,0.02619144321232045,2004-10-01
0.012607216837660246,0.0032121772524209783,0.023601334541192606,2004-11-01
0.014466676549935838,0.003014125268538213,0.02165300708198557,2004-12-01
0.016097431703757204,0.003069501069134205,0.02594904192489576,2005-01-01
0.013459211417935452,0.0037348376868927948,0.023830572173535385,2005-02-01
0.010909188804481657,0.0036030290670019025,0.022987858584413053,2005-03-01
0.011245835889619051,0.0036894663525145113,0.025441450419195908,2005-04-01
0.01092062134295725,0.0038815207463625758,0.037120166377247604,2005-05-01
0.013722520496636638,0.003542421531454731,0.048486524894504786,2005-06-01
0.014105017910485731,0.0037862406718975417,0.029107480283721163,2005-07-01
0.011890308027171484,0.004009437176250071,0.025414020818768552,2005-08-01
0.012753316830540162,0.00482164970218267,0.029908638813533988,2005-09-01
0.012190421303259527,0.004642128846427261,0.026757838086355165,2005-10-01
0.010641718062008188,0.004448884294830993,0.03037164524945288,2005-11-01
0.013191688665950196,0.0027689158345086244,0.023469333532434623,2005-12-01
0.014634861758155378,0.00355440320353965,0.0258497354646812,2006-01-01
0.011445661039122933,0.003962108608120935,0.02435041207628587,2006-02-01
0.01163905844413491,0.003767816427411941,0.025225988529653878,2006-03-01
0.011200814723525397,0.0037324036188925683,0.024031816609213462,2006-04-01
0.01099772798237195,0.0034400252139938233,0.031071209925462757,2006-05-01
0.014577415643105808,0.0038144784497198933,0.04604531614311771,2006-06-01
0.013492921900844876,0.004485117542716807,0.032690680145487976,2006-07-01
0.010928013050560471,0.004777911629000111,0.026356197208170003,2006-08-01
0.011598345676849841,0.004417113624060084,0.030787032424239563,2006-09-01
0.011373008010341615,0.004310324451708684,0.027072204877170773,2006-10-01
0.010757306802109661,0.002843994220119961,0.024543494862827028,2006-11-01
0.014651919925073765,0.0026827381570212654,0.02099679476308282,2006-12-01
0.014988644846943433,0.0028905404336978203,0.026117249934204816,2007-01-01
0.013056811289351778,0.003213095634214133,0.02167822089981047,2007-02-01
0.010329858237935075,0.0029848187435614552,0.01999465824046667,2007-03-01
0.010602190423440143,0.0029697559677056965,0.020648596463842674,2007-04-01
0.010595438585958388,0.002925783510933352,0.029250331062696866,2007-05-01
0.011967174681630364,0.0030367905872274183,0.04626497621899021,2007-06-01
0.012498155846875452,0.0036928267004765684,0.02839367377270236,2007-07-01
0.011768045704941447,0.0037213345797193487,0.026019013081067556,2007-08-01
0.011505824958318285,0.0033708905234549817,0.029114198735881665,2007-09-01
0.012260159962651956,0.0028851994641148344,0.022285780690386406,2007-10-01
0.01218923601615267,0.0028423290795771246,0.023794089174916655,2007-11-01
0.014449640926897192,0.002535391629092146,0.0228898445068685,2007-12-01
0.016653371346868628,0.002548917660049636,0.023455278995678553,2008-01-01
0.013947275074552273,0.002456554678555128,0.022358442350174527,2008-02-01
0.013888118176445299,0.002823314808783143,0.020850559014597887,2008-03-01
0.011395612604797108,0.0029022417895098918,0.018402092665952198,2008-04-01
0.014505851298453158,0.0033277523411422466,0.03677019625060783,2008-05-01
0.014282773258305285,0.0031873445738261567,0.04340626438199468,2008-06-01
0.014192758273960165,0.0028868224252390617,0.035189520033447184,2008-07-01
0.015295859044459972,0.004585628255384621,0.029300087681439206,2008-08-01
0.01438949918374961,0.003557990777772793,0.026772579336504353,2008-09-01
0.01624388969061698,0.0028805704704794564,0.023355936320362206,2008-10-01
0.018566217713341385,0.0020132009589349416,0.022299123114830982,2008-11-01
0.01976818829916094,0.002386166120767238,0.019876587217255718,2008-12-01
0.026582794885531395,0.0021086537419255885,0.024251675241085215,2009-01-01
0.020668189020751477,0.0016927011720375212,0.0206675932526724,2009-02-01
0.01879300053736396,0.0017107278356437606,0.02186128788065707,2009-03-01
0.01794801380309223,0.0019172318882411932,0.01971777271657651,2009-04-01
0.017849532619140605,0.0015732244305480514,0.02691274331555134,2009-05-01
0.01884965071194409,0.001541752886027153,0.04307056633152719,2009-06-01
0.019354044678051643,0.0027394542124488603,0.028761071792427186,2009-07-01
0.016080125915967452,0.002959236930159486,0.021737243724361758,2009-08-01
0.01652344315525214,0.002265458371172407,0.021318241521394513,2009-09-01
0.017344171523004732,0.002223954647336666,0.021501265424188443,2009-10-01
0.015701266135166567,0.0016798553444274352,0.01738934389108208,2009-11-01
0.018958565728279683,0.001488022587091973,0.015738796084963615,2009-12-01
0.020284703323338836,0.0018652051308592232,0.025129038190703074,2010-01-01
0.016138709981693682,0.0020464389372600316,0.016429884724733203,2010-02-01
0.014070015023175843,0.0021786560409984314,0.016218821028445598,2010-03-01
0.013294462394317563,0.0016294264465060485,0.017885924818357275,2010-04-01
0.01320358432183462,0.002125814826824586,0.02735825994788879,2010-05-01
0.015702272115089323,0.0021114945694465422,0.03714793364252171,2010-06-01
0.01665540943465931,0.0024167471446850637,0.026375138732917795,2010-07-01
0.014463216147015994,0.0023568842518761016,0.020651576073239895,2010-08-01
0.01539369480668223,0.0027443385002559532,0.023023045673150427,2010-09-01
0.013410990671495237,0.0022303418873995894,0.018110519684719384,2010-10-01
0.01632069196915455,0.0016572844505129733,0.015894693176428228,2010-11-01
0.017006155980157846,0.0016532780724620286,0.016490810881669583,2010-12-01
0.019238747321037704,0.0022073241237647594,0.019865487841487485,2011-01-01
0.01253349416184082,0.0019026248482733018,0.017144325374427734,2011-02-01
0.012536443641313413,0.0018941927714671237,0.014518092963814268,2011-03-01
0.012908958389660179,0.00205952243450249,0.017897121401204252,2011-04-01
0.013583732725810276,0.0015196061721465953,0.02462821314853715,2011-05-01
0.018100599977064053,0.0021414004857074893,0.03973075050634318,2011-06-01
0.015294761182663747,0.002154362563461494,0.026333585110201764,2011-07-01
0.014024967616457268,0.002459701934806125,0.021244897092642327,2011-08-01
0.014136293480042948,0.0023685592220704255,0.024860475254297583,2011-09-01
0.013288306761388858,0.0024143212793190033,0.01824585571758404,2011-10-01
0.012593889890643114,0.001970236090768263,0.01744671536350797,2011-11-01
0.016155948866605332,0.00207280719506022,0.015609216325556083,2011-12-01
0.017258325382649365,0.0019984404774990383,0.0188089207848921,2012-01-01
0.012527837224368642,0.0026322585169557817,0.017011722606915285,2012-02-01
0.011958070474260146,0.0023750399044591914,0.017299087146787934,2012-03-01
0.011328103513939338,0.0020843329742640513,0.017819112335971634,2012-04-01
0.011949609085767468,0.002018025274287684,0.024469167895119846,2012-05-01
0.015286944067663984,0.002087949917543245,0.042670964968590845,2012-06-01
0.015580709758697105,0.0023092467060703203,0.026267746225997663,2012-07-01
0.01362991538688806,0.0032587588198893843,0.02531869486203422,2012-08-01
0.013286907187709552,0.0026414549835562314,0.021289503617181193,2012-09-01
0.01211763210179641,0.0025086011656849333,0.01939913179484387,2012-10-01
0.012293065345357068,0.0017365439305735812,0.019501671300610757,2012-11-01
0.015917341490540537,0.0015164069055865282,0.017743370611084944,2012-12-01
0.01759906527524405,0.0026390456439771993,0.023021414414082245,2013-01-01
0.013109581567763864,0.0018682658595660865,0.02015199818126747,2013-02-01
0.010179932371722992,0.0020825851156639243,0.017672719536150128,2013-03-01
0.010996525864903104,0.0017801562996177238,0.015992707557459365,2013-04-01
0.011373071183045905,0.0016928013244863504,0.03075150467702108,2013-05-01
0.014398315868124763,0.0025432105651997505,0.042169859737956596,2013-06-01
0.01373149359829463,0.00297380969324296,0.02554748349008517,2013-07-01
0.013117501223685563,0.0026563562845610955,0.020364513801950906,2013-08-01
0.012181363510014502,0.0030063577619105926,0.023769125728731143,2013-09-01
