date,unemp_rate,unemp_initialclaim,unemp_continueclaim,unemp_perlabforce,unemp_perlabforceperunemp,unemp_duration
1980-01-01,6.3,414250.0,2.78175e6,2.6104521311536946,41.43574811355071,10.4
1980-02-01,6.3,418000.0,2.8685e6,2.688454220830951,42.67387652112621,10.6
1980-03-01,6.3,433800.0,2.8812e6,2.7068262527949494,42.96549607611031,11.0
1980-04-01,6.9,529750.0,3.1265e6,2.93317447064011,42.50977493681319,11.4
1980-05-01,7.5,615800.0,3.5448e6,3.315096933479224,44.20129244638966,10.9
1980-06-01,7.6,607000.0,3.8325e6,3.5891552725229445,47.225727270038746,11.3
1980-07-01,7.8,559250.0,3.8455e6,3.5885926520404263,46.007598103082394,11.8
1980-08-01,7.7,528200.0,3.8052e6,3.5527753139442604,46.13993914213325,12.4
1980-09-01,7.5,482750.0,3.6935e6,3.4487105268072233,45.98280702409631,12.9
1980-10-01,7.5,438000.0,3.55625e6,3.311065592849495,44.147541237993266,13.1
1980-11-01,7.5,412600.0,3.3006e6,3.0683846497099507,40.91179532946601,13.6
1980-12-01,7.2,410000.0,3.1255e6,2.911450182576943,40.436808091346435,13.7
1981-01-01,7.5,413000.0,3.0382e6,2.812471071779016,37.49961429038688,14.3
1981-02-01,7.4,428750.0,2.978e6,2.751242586057168,37.1789538656374,14.1
1981-03-01,7.4,407500.0,2.89925e6,2.6708151778393967,36.09209699782968,14.0
