date,unemp_lvl,unemp_ft,unemp_pt,unemp_lvl_5,unemp_lvl_514,unemp_lvl_16,unemp_lvl_loser,unemp_lvl_leaver,unemp_lvl_retrant,unemp_lvl_newentrant,unemp_lvl_entrant,loser_wk5,leaver_wk5,retrant_wk5,newentrant_wk5,entrant_wk5,loser_wk514,leaver_wk514,retrant_wk514,newentrant_wk514,entrant_wk514,loser_wk15,leaver_wk15,retrant_wk15,newentrant_wk15,entrant_wk15,leaver_hazardinflow,loser_hazardinflow,entrant_hazardinflow
1980-11-01,8023.0,6682.0,1354.0,3146.0,2498.0,2329.0,3996.0,932.0,1902.0,852.0,2754.0,1326.672,436.176,920.568,409.81200000000007,1330.38,1270.728,301.968,648.582,270.084,918.6659999999999,1398.6,193.85600000000002,332.85,172.10399999999998,504.954,0.01658046399676931,0.006009005314669717,0.03789940619710957
1980-12-01,7718.0,6509.0,1246.0,3097.0,2234.0,2406.0,4239.0,749.0,1717.0,724.0,2441.0,1386.1530000000002,291.361,758.9140000000001,356.208,1115.122,1318.329,262.15,542.572,213.58,756.152,1538.7569999999998,195.489,415.514,153.488,569.002,0.017204713369081026,0.0040912198416994386,0.0317795973551791
1981-01-01,8071.0,6612.0,1451.0,3318.0,2334.0,2389.0,4801.0,951.0,2107.0,886.0,2993.0,1665.9470000000001,438.411,1141.9940000000001,464.264,1606.2580000000003,1435.499,278.643,541.499,213.526,755.0250000000001,1699.5539999999999,234.89700000000002,423.50700000000006,209.09600000000003,632.6030000000001,0.02055664645247486,0.005548031671058538,0.04326621920808136
1981-02-01,8051.0,6619.0,1413.0,3287.0,2412.0,2344.0,4835.0,882.0,2041.0,856.0,2897.0,1392.48,392.49,900.081,406.6,1306.681,1745.435,283.122,671.4889999999999,252.52,924.0089999999999,1701.92,206.388,467.38899999999995,197.73600000000002,665.125,0.017408744986925104,0.005477100923472592,0.03620660413622494
1981-03-01,7982.0,6533.0,1461.0,3328.0,2428.0,2276.0,4442.0,859.0,2064.0,905.0,2969.0,1301.506,327.279,926.7359999999999,429.875,1356.6109999999999,1461.418,295.496,652.224,237.11,889.3340000000001,1679.0759999999998,236.225,485.04,238.015,723.0550000000001,0.01678404398175094,0.004321611873474399,0.036964605421034344
1981-04-01,7869.0,6429.0,1461.0,3185.0,2436.0,2231.0,4026.0,806.0,1843.0,886.0,2729.0,1183.644,319.17600000000004,838.565,449.20200000000006,1287.767,1099.098,261.95,562.115,202.89399999999998,765.009,1739.2320000000002,224.06799999999998,444.163,233.90399999999997,678.067,0.015246627998578888,0.004276074306748284,0.03655543924059958
1981-05-01,8174.0,6640.0,1504.0,3409.0,2594.0,2221.0,3842.0,932.0,2043.0,914.0,2957.0,1248.65,424.06,1052.145,477.108,1529.253,1021.9720000000001,266.552,553.653,261.404,815.057,1571.378,241.388,437.202,175.488,612.69,0.01600257177505429,0.005468129048601373,0.042202682896081124
1981-06-01,8098.0,6627.0,1431.0,3340.0,2403.0,2250.0,3821.0,872.0,2372.0,1420.0,3792.0,1383.2020000000002,426.40799999999996,1454.036,969.86,2423.896,993.46,238.056,519.468,309.56,829.028,1444.338,207.53600000000003,398.496,140.58,539.076,0.01784775824287044,0.006030746365233386,0.06992499776310039
1981-07-01,7863.0,6464.0,1437.0,3307.0,2408.0,2166.0,3809.0,977.0,2101.0,1243.0,3344.0,1428.375,466.029,1039.995,586.696,1626.6909999999998,1138.8909999999998,302.87,731.1479999999999,483.527,1214.675,1245.5430000000001,208.10100000000003,329.85699999999997,172.77700000000002,502.634,0.018568046511744887,0.006174473877417876,0.04691859056538157
1981-08-01,8036.0,6468.0,1542.0,3320.0,2487.0,2241.0,3937.0,995.0,1975.0,1041.0,3016.0,1377.95,465.66,971.7,407.031,1378.731,1255.9029999999998,301.485,697.175,461.16299999999995,1158.338,1303.1470000000002,227.855,306.125,172.806,478.93100000000004,0.017426984684427497,0.006321264084677326,0.038576180213566395
1981-09-01,8230.0,6740.0,1506.0,3493.0,2524.0,2261.0,3801.0,1035.0,2129.0,918.0,3047.0,1455.783,531.99,1198.627,459.918,1658.545,1136.499,293.94,564.185,284.58,848.7649999999999,1208.718,208.035,366.18799999999993,173.50199999999998,539.6899999999999,0.01912838011699131,0.0073662658130509255,0.04741641302446207
1981-10-01,8646.0,7127.0,1532.0,3656.0,2654.0,2303.0,3976.0,1037.0,2292.0,911.0,3203.0,1598.352,492.575,1139.124,381.709,1520.833,1149.0639999999999,361.91299999999995,701.352,296.98600000000005,998.338,1228.5839999999998,183.54899999999998,449.232,232.305,681.537,0.020665124096730863,0.006734020960587252,0.0410186476734047
1981-11-01,9029.0,7453.0,1598.0,3812.0,2810.0,2345.0,4553.0,922.0,2276.0,925.0,3201.0,1812.094,377.09799999999996,1122.068,444.0,1566.068,1516.149,325.466,712.388,261.775,974.163,1224.757,219.43600000000004,441.5439999999999,220.15,661.694,0.02268287961121377,0.005159759529243616,0.043481259667288615
1981-12-01,9267.0,7894.0,1397.0,3949.0,2989.0,2374.0,5363.0,806.0,1982.0,862.0,2844.0,2032.5769999999998,334.49,864.1519999999999,380.14200000000005,1244.2939999999999,1914.5910000000001,307.086,679.8259999999999,240.498,920.3239999999998,1415.8319999999999,164.42399999999998,438.02200000000005,241.36,679.3820000000001,0.024989141916904437,0.004627807265652672,0.03475949894635636
