realtime_start,realtime_end,date,value
2023-04-08,2023-04-08,1956-07-01,2097.955907411051
2023-04-08,2023-04-08,1956-08-01,2083.1466959071436
2023-04-08,2023-04-08,1956-09-01,2084.427709428842
2023-04-08,2023-04-08,1956-10-01,2152.995673242716
2023-04-08,2023-04-08,1956-11-01,2131.9402035166727
2023-04-08,2023-04-08,1956-12-01,2059.327683083013
2023-04-08,2023-04-08,1957-01-01,2186.02101175785
2023-04-08,2023-04-08,1957-02-01,2052.489818095528
2023-04-08,2023-04-08,1957-03-01,2041.1625828715732
2023-04-08,2023-04-08,1957-04-01,1885.1902656216014
2023-04-08,2023-04-08,1957-05-01,1923.5391406304743
2023-04-08,2023-04-08,1957-06-01,1896.646175978808
2023-04-08,2023-04-08,1957-07-01,1904.6794563280591
2023-04-08,2023-04-08,1957-08-01,1738.8701983247563
2023-04-08,2023-04-08,1957-09-01,1686.2094319108983
2023-04-08,2023-04-08,1957-10-01,1475.4772534951305
2023-04-08,2023-04-08,1957-11-01,1389.8647297116424
2023-04-08,2023-04-08,1957-12-01,1333.2572059528643
2023-04-08,2023-04-08,1958-01-01,1327.2633050447703
2023-04-08,2023-04-08,1958-02-01,1217.5448391562218
2023-04-08,2023-04-08,1958-03-01,1155.8034628226503
2023-04-08,2023-04-08,1958-04-01,1100.561626301558
2023-04-08,2023-04-08,1958-05-01,1129.70084783161
2023-04-08,2023-04-08,1958-06-01,1201.0918851793747
2023-04-08,2023-04-08,1958-07-01,1253.9105365874348
2023-04-08,2023-04-08,1958-08-01,1257.8484191112186
2023-04-08,2023-04-08,1958-09-01,1206.9132957408729
2023-04-08,2023-04-08,1958-10-01,1270.576284068718
2023-04-08,2023-04-08,1958-11-01,1350.9089030832345
2023-04-08,2023-04-08,1958-12-01,1327.4990233105534
2023-04-08,2023-04-08,1959-01-01,1456.9381461080393
2023-04-08,2023-04-08,1959-02-01,1525.8237288091684
2023-04-08,2023-04-08,1959-03-01,1635.947999905479
